"","LON","LAT"
"580",-73.9528124386,40.7332529851
"581",-73.9529119621,40.7332434561
"582",-73.9530007465,40.7332349547
"583",-73.9532277177,40.7332132224
"584",-73.9533079106,40.7332055439
"585",-73.9534217543,40.7331946425
"586",-73.953490132,40.7331880955
"587",-73.9535785575,40.7331796286
"588",-73.9539780854,40.7331413715
"589",-73.9540718809,40.7331323912
"590",-73.9545093552,40.7330904976
"591",-73.9533278847,40.736087727
"592",-73.9534710889,40.7360740054
"593",-73.9543374762,40.7359909895
"594",-73.9544842591,40.7359769231
"595",-73.9546274641,40.7359632009
"596",-73.954752768,40.7359511943
"597",-73.9549067111,40.7359364413
"598",-73.950182415,40.7361252905
"599",-73.9501694784,40.7360485157
"600",-73.9501561765,40.7359695642
"601",-73.9501431928,40.7358925183
"602",-73.9546512662,40.7331582007
"603",-73.9546755528,40.7333118991
"604",-73.9546947143,40.7334331682
"605",-73.951396892,40.7326694235
"606",-73.9514849655,40.7326610328
"607",-73.9512910121,40.7354337559
"608",-73.9515924414,40.7354311221
"609",-73.9518895825,40.7354026167
"610",-73.9519934023,40.7353926563
"611",-73.9595939197,40.7346721824
"612",-73.9596869992,40.7346632513
"613",-73.9598087172,40.7346515738
"614",-73.9502982075,40.7356533132
"615",-73.9549050545,40.7335038416
"616",-73.9548584477,40.7332297284
"617",-73.9549375735,40.7358324294
"618",-73.9547407071,40.7358515276
"619",-73.9543290751,40.7358914593
"620",-73.9540033501,40.7359230564
"621",-73.9538709105,40.7359359032
"622",-73.9536525668,40.7359570819
"623",-73.9535666605,40.7359654148
"624",-73.953434223,40.735978262
"625",-73.9532409348,40.7359970106
"626",-73.953104917,40.7360102036
"627",-73.9582098338,40.7362534243
"628",-73.9579690889,40.7362754756
"629",-73.9578788084,40.7362837453
"630",-73.9576437935,40.7363052704
"631",-73.9574546357,40.7363225967
"632",-73.9570146996,40.7363628896
"633",-73.9569079397,40.736372667
"634",-73.9568370055,40.7363791637
"635",-73.9567094663,40.736390844
"636",-73.9566191866,40.7363991119
"637",-73.9563942024,40.7364197169
"638",-73.9560552926,40.7364507538
"639",-73.9557307141,40.7364804786
"640",-73.9555952931,40.7364928796
"641",-73.9523187074,40.7352771978
"642",-73.9522354822,40.7348343033
"643",-73.9523833817,40.7356684232
"644",-73.9524223654,40.7359012179
"645",-73.9588108594,40.7341283214
"646",-73.958757158,40.734133463
"647",-73.9586655092,40.7341422371
"648",-73.9585774394,40.7341506675
"649",-73.9584836418,40.7341596469
"650",-73.9530015976,40.7358970928
"651",-73.9529901693,40.7358290268
"652",-73.9529787387,40.7357609609
"653",-73.9529673105,40.7356928949
"654",-73.9529467376,40.7355703769
"655",-73.9553745261,40.736388375
"656",-73.9553282345,40.7361095274
"657",-73.9530962695,40.7353887307
"658",-73.9531750478,40.7353812868
"659",-73.9533326056,40.7353663978
"660",-73.9534579345,40.7353545546
"661",-73.9536656229,40.735334928
"662",-73.9539377663,40.7353092115
"663",-73.9542278139,40.7352818013
"664",-73.9547756809,40.7352300252
"665",-73.9552216047,40.7330228019
"666",-73.9553877549,40.7330071309
"667",-73.9555216775,40.7329945
"668",-73.9556656263,40.7329809227
"669",-73.9557551463,40.7329724789
"670",-73.9560502049,40.7329446491
"671",-73.9561225385,40.7329378256
"672",-73.9562292459,40.7329277607
"673",-73.9562897621,40.7329220528
"674",-73.9563850107,40.7329130686
"675",-73.956565484,40.7328960451
"676",-73.9569171193,40.7328628755
"677",-73.9571856795,40.7328375417
"678",-73.9574062572,40.7328167336
"679",-73.9576547635,40.7327932913
"680",-73.9578714022,40.7327728536
"681",-73.955234502,40.7367395088
"682",-73.9552783555,40.7370119501
"683",-73.9552976515,40.7371318242
"684",-73.9580046989,40.7328728452
"685",-73.9580179193,40.7329540182
"686",-73.9580272813,40.733011493
"687",-73.9580674783,40.7332582811
"688",-73.9559528066,40.737163734
"689",-73.9560459065,40.737154914
"690",-73.9561354262,40.7371464329
"691",-73.9562428496,40.7371362575
"692",-73.9522473887,40.7325884922
"693",-73.9523297379,40.7325806649
"694",-73.9524600625,40.7325682792
"695",-73.9525739182,40.7325574579
"696",-73.9526756012,40.732547794
"697",-73.9527822967,40.7325376531
"698",-73.9529040298,40.7325260828
"699",-73.9529949714,40.7325174399
"700",-73.9532355724,40.7324945722
"701",-73.9533687616,40.732481912
"702",-73.9534632831,40.732472928
"703",-73.9537676139,40.7324440011
"704",-73.9538678653,40.7324344716
"705",-73.9539509292,40.7324265768
"706",-73.9540748094,40.7324148008
"707",-73.954160022,40.7324067013
"708",-73.9542745933,40.7323958102
"709",-73.9543784234,40.7323859413
"710",-73.9558367761,40.7373010647
"711",-73.9557579345,40.7373081304
"712",-73.9547681702,40.7338981636
"713",-73.9547884594,40.73402071
"714",-73.9548132571,40.7341704878
"715",-73.9548284957,40.7342625338
"716",-73.9555480407,40.737441639
"717",-73.9555598073,40.7375179697
"718",-73.9555820769,40.7376624521
"719",-73.955509737,40.7365999674
"720",-73.9559363733,40.7365583758
"721",-73.9560745276,40.7365449074
"722",-73.9561525541,40.7365373
"723",-73.956229148,40.7365298333
"724",-73.9563859136,40.736514549
"725",-73.9568447603,40.7364698135
"726",-73.9569900734,40.7364556453
"727",-73.9573215027,40.7364233314
"728",-73.9575598731,40.7364000891
"729",-73.9579371131,40.7363633049
"730",-73.9500740158,40.7362427607
"731",-73.9500557451,40.7361324712
"732",-73.9500377007,40.7360235424
"733",-73.9500033257,40.7358160334
"734",-73.9499853722,40.7357076495
"735",-73.9499350288,40.7354037368
"736",-73.9499168045,40.7352937192
"737",-73.9498983092,40.7351820671
"738",-73.9498802654,40.7350731392
"739",-73.9497960916,40.7347735764
"740",-73.9497819287,40.734688067
"741",-73.9497896851,40.7345263166
"742",-73.9497746184,40.7344353605
"743",-73.9497329386,40.7341837359
"744",-73.9496980693,40.7339732305
"745",-73.9496799354,40.7338637568
"746",-73.9496591853,40.7337384888
"747",-73.9496365416,40.7336017827
"748",-73.9495872384,40.7333041351
"749",-73.9495728499,40.7332172639
"750",-73.9495388831,40.733012206
"751",-73.9495210207,40.7329043659
"752",-73.9494563369,40.7325138555
"753",-73.9494404156,40.7324177256
"754",-73.9494154266,40.7322668596
"755",-73.9493532257,40.7318913266
"756",-73.9493326124,40.7317668763
"757",-73.9493103754,40.7316326205
"758",-73.9492935507,40.7315310447
"759",-73.949225668,40.7311211988
"760",-73.9547347622,40.7324823066
"761",-73.9547862725,40.7327877658
"762",-73.9547978426,40.732856371
"763",-73.9546029169,40.7328893511
"764",-73.9545883189,40.732804992
"765",-73.9545600664,40.7326417151
"766",-73.9554749488,40.7369902052
"767",-73.9554618018,40.7369106853
"768",-73.955450546,40.7368426034
"769",-73.9554389295,40.7367723413
"770",-73.9556348258,40.7380966991
"771",-73.955602104,40.738205321
"772",-73.9555029698,40.7385343966
"773",-73.9551936146,40.7382765874
"774",-73.9552134415,40.738209365
"775",-73.9550312112,40.7380854103
"776",-73.9549001458,40.738097787
"777",-73.9547690804,40.7381101626
"778",-73.9534127922,40.738143146
"779",-73.9537338742,40.7381119882
"780",-73.9538477014,40.7381009405
"781",-73.9539915979,40.7380869772
"782",-73.954170573,40.7380696075
"783",-73.9543388083,40.7380532806
"784",-73.9549963606,40.7379894638
