"","LON","LAT"
"22799",-73.9019142276,40.6657576495
"22800",-73.9018898831,40.6656622686
"22801",-73.9018550856,40.665525934
"22802",-73.9018303286,40.6654289372
"22803",-73.9017072312,40.664946646
"22804",-73.9016875624,40.6648695873
"22805",-73.9016524905,40.6647321754
"22806",-73.9016314473,40.6646497277
"22807",-73.901613293,40.6645785966
"22808",-73.9013307978,40.6634717512
"22809",-73.9013207581,40.6634324134
"22810",-73.9013108559,40.6633936161
"22811",-73.9013008161,40.6633542774
"22812",-73.9012522683,40.6631640556
"22813",-73.9012422275,40.6631247178
"22814",-73.9012119709,40.6630061658
"22815",-73.9011802026,40.6628816853
"22816",-73.9011701618,40.6628423475
"22817",-73.9011595731,40.6628008543
"22818",-73.9011480204,40.6627555898
"22819",-73.9011383935,40.6627178688
"22820",-73.9011290406,40.662681225
"22821",-73.9011187271,40.66264081
"22822",-73.9010975476,40.6625578227
"22823",-73.901087233,40.6625174076
"22824",-73.9010773311,40.6624786084
"22825",-73.901066879,40.6624376538
"22826",-73.9010565644,40.6623972388
"22827",-73.9010459747,40.6623557456
"22828",-73.9010356602,40.6623153296
"22829",-73.9010148935,40.6622339599
"22830",-73.9006101609,40.6606480555
"22831",-73.9005928341,40.6605801569
"22832",-73.9005583158,40.6604448991
"22833",-73.9005236625,40.6603091036
"22834",-73.9004895571,40.6601754626
"22835",-73.9004722306,40.6601075639
"22836",-73.9004553155,40.660041282
"22837",-73.9004374389,40.6599712288
"22838",-73.900386145,40.6597702295
"22839",-73.9003682673,40.6597001754
"22840",-73.9003513525,40.6596338935
"22841",-73.900333476,40.6595638403
"22842",-73.9003166988,40.659498097
"22843",-73.9002990963,40.6594291211
"22844",-73.9002820441,40.6593623014
"22845",-73.9002638939,40.6592911692
"22846",-73.9002472532,40.6592259654
"22847",-73.9583426133,40.6678319381
"22848",-73.958097256,40.6677804863
"22849",-73.9579144527,40.667742154
"22850",-73.9578345201,40.6677253931
"22851",-73.9576739608,40.6676917224
"22852",-73.9574793426,40.6676509122
"22853",-73.9573069671,40.6676147638
"22854",-73.9569785515,40.6675458925
"22855",-73.9568951428,40.667528402
"22856",-73.9568099983,40.6675105462
"22857",-73.956668206,40.667480811
"22858",-73.9565444845,40.6674548655
"22859",-73.9564408107,40.6671652276
"22860",-73.9621080074,40.7196957015
"22861",-73.9617114057,40.7194490134
"22862",-73.961653032,40.7194127061
"22863",-73.9613374297,40.7192163965
"22864",-73.9612368849,40.7191538556
"22865",-73.9618380588,40.7182830517
"22866",-73.9618952972,40.7182293174
"22867",-73.9619520819,40.718176008
"22868",-73.9620111379,40.718120566
"22869",-73.9620711031,40.7180642724
"22870",-73.9621292505,40.7180096828
"22871",-73.9569558619,40.666713059
"22872",-73.9570601093,40.6667349526
"22873",-73.9571643556,40.666756847
"22874",-73.9572686032,40.6667787404
"22875",-73.9573728508,40.6668006328
"22876",-73.9574770974,40.666822526
"22877",-73.9575820404,40.6668445661
"22878",-73.9576862883,40.6668664591
"22879",-73.9577905362,40.6668883511
"22880",-73.957919803,40.6669154986
"22881",-73.9582898821,40.6669932173
"22882",-73.9584024704,40.6670168606
"22883",-73.8820124907,40.6387627831
"22884",-73.9925657027,40.6988277069
"22885",-73.9926604809,40.6988542241
"22886",-73.9928737315,40.6989138856
"22887",-73.9929536151,40.6989362358
"22888",-73.9931066159,40.6989790402
"22889",-73.9933198661,40.6990387018
"22890",-73.993455941,40.6990767706
"22891",-73.9936272201,40.6991246893
"22892",-73.993774804,40.6991659777
"22893",-73.9061976523,40.6546216072
"22894",-73.8991207386,40.6567374318
"22895",-73.8991010295,40.6566553512
"22896",-73.8990764488,40.6564661949
"22897",-73.8990796687,40.656385596
"22898",-73.8991033418,40.6563046882
"22899",-73.8992254197,40.6560925036
"22900",-73.8993354746,40.6559494672
"22901",-73.899552284,40.655720005
"22902",-73.8995757984,40.655689778
"22903",-73.8997022302,40.6554756363
"22904",-73.9004236256,40.6546432546
"22905",-73.9019141599,40.653680045
"22906",-73.9022972828,40.6534325387
"22907",-73.9024698799,40.6533210363
"22908",-73.9026314829,40.6532166366
"22909",-73.9027996821,40.6531079747
"22910",-73.9032987794,40.6527855391
"22911",-73.9034669753,40.6526768762
"22912",-73.9036472634,40.6525603995
"22913",-73.9038017181,40.6524606146
"22914",-73.9039814559,40.6523444935
"22915",-73.904476144,40.6520248938
"22916",-73.9046410389,40.6519183598
"22917",-73.9048059322,40.6518118246
"22918",-73.9049807198,40.6516988993
"22919",-73.9052897814,40.651533413
"22920",-73.9052934679,40.6514968379
"22921",-73.9054094416,40.6514219084
"22922",-73.905626548,40.6512816375
"22923",-73.9592561453,40.6668903438
"22924",-73.9592807558,40.6668226229
"22925",-73.9593130579,40.666733739
"22926",-73.9593567026,40.6666136391
"22927",-73.9593836217,40.6665395695
"22928",-73.9594158276,40.6664509503
"22929",-73.9595522131,40.6664828234
"22930",-73.9074863822,40.6545247728
"22931",-73.9075924383,40.6545087614
"22932",-73.9078865663,40.654464355
"22933",-73.9079940366,40.65444813
"22934",-73.9080937297,40.6544330774
"22935",-73.9090942148,40.654287225
"22936",-73.9092023353,40.654270676
"22937",-73.9100727804,40.6541407704
"22938",-73.91043037,40.6540889689
"22939",-73.9609157432,40.6665963771
"22940",-73.9610234801,40.6666189571
"22941",-73.9104946492,40.6543223404
"22942",-73.9103907781,40.6543382743
"22943",-73.9102070603,40.6543664586
"22944",-73.9100388882,40.6543922567
"22945",-73.910029349,40.6543937198
"22946",-73.9090425715,40.6545364663
"22947",-73.9089470266,40.654550509
"22948",-73.9079397617,40.6547051825
"22949",-73.9078413614,40.6547195462
"22950",-73.9075461616,40.6547626386
"22951",-73.9074378505,40.6547784492
"22952",-73.9073486523,40.6547914691
"22953",-73.9071560994,40.6548195775
"22954",-73.9063344577,40.6549397599
"22955",-73.9062028884,40.6549593857
"22956",-73.9062610315,40.6547069253
"22957",-73.9051498561,40.6548719194
"22958",-73.9048156386,40.6549218174
"22959",-73.9046897315,40.6549406141
"22960",-73.9043792081,40.6549869726
"22961",-73.9041953002,40.6550144285
"22962",-73.9038395068,40.6550675431
"22963",-73.8813168321,40.639212742
"22964",-73.881360829,40.6391860933
"22965",-73.8818970253,40.6388373014
"22966",-73.8819553072,40.6387996871
"22967",-73.882069673,40.6387258781
"22968",-73.8821263061,40.6386893283
"22969",-73.8822368206,40.6386180015
"22970",-73.882292354,40.6385821618
"22971",-73.8823481608,40.6385461441
"22972",-73.8824053427,40.638509239
"22973",-73.8824630749,40.6384719796
"22974",-73.8826005303,40.6383832658
"22975",-73.8826582623,40.6383460063
"22976",-73.8827151693,40.6383092781
"22977",-73.8827728999,40.6382720176
"22978",-73.8829702861,40.638144625
"22979",-73.8830395635,40.6380999117
"22980",-73.8830829988,40.6380718786
"22981",-73.8831396308,40.6380353282
"22982",-73.8833210698,40.6379182252
"22983",-73.8833771524,40.637882029
"22984",-73.883434332,40.6378451243
"22985",-73.8835448448,40.6377737971
"22986",-73.8839283667,40.6375324008
"22987",-73.8840673006,40.6374416227
"22988",-73.8841646619,40.6373780082
"22989",-73.8842992188,40.6372900899
"22990",-73.8846098165,40.6370840128
"22991",-73.884806846,40.6369571525
"22992",-73.8849059108,40.636893367
"22993",-73.9860862562,40.5764031618
"22994",-73.9863782754,40.5763703043
"22995",-73.9864573275,40.5763350518
"22996",-73.98654529,40.5763251546
"22997",-73.9866503458,40.5763133339
"22998",-73.9871009983,40.5764159119
"22999",-73.9872328085,40.5764013255
"23000",-73.9875691046,40.5763641104
"23001",-73.9876749091,40.5763524024
"23002",-73.9877942518,40.5763391954
"23003",-73.9876435299,40.5762337
"23004",-73.9875402094,40.5762450877
"23005",-73.9873798867,40.5762627574
"23006",-73.9872088743,40.5762816045
"23007",-73.9867154419,40.5764721147
"23008",-73.9866043412,40.5764846641
"23009",-73.9864971568,40.5764967708
"23010",-73.9861328741,40.5765379165
"23011",-73.99620255,40.6815496376
"23012",-73.9962344728,40.6814828313
"23013",-73.9962654102,40.681418088
"23014",-73.9963593315,40.6812215376
"23015",-73.996391131,40.6811549897
"23016",-73.9730134574,40.6388143752
"23017",-73.9963552254,40.6810542733
"23018",-73.9957557734,40.6808876459
"23019",-73.9952342198,40.6807426679
"23020",-73.9949145156,40.6806537977
"23021",-73.9892354912,40.5761920218
"23022",-73.9894578641,40.5761678283
"23023",-73.9895562225,40.5761571264
"23024",-73.9983839137,40.5750574678
"23025",-73.9976372898,40.5751403698
"23026",-73.994865444,40.6803935496
"23027",-73.9949068337,40.6803325939
"23028",-73.9949487202,40.6802709042
"23029",-73.9949911034,40.680208486
"23030",-73.9949669687,40.6801872454
"23031",-73.995033321,40.68014631
"23032",-73.9950247485,40.6801021502
"23033",-73.9950743803,40.6800858404
"23034",-73.9951180883,40.6800214699
"23035",-73.9951240843,40.6799558533
"23036",-73.9951664311,40.6799502728
"23037",-73.9903055283,40.576076542
"23038",-73.9904487212,40.5760606021
"23039",-73.9907714378,40.5760246769
"23040",-73.9909075065,40.5760095292
"23041",-73.9969604012,40.5752000577
"23042",-73.9968029628,40.5752175803
"23043",-73.9966134657,40.5752386724
"23044",-73.991298327,40.575967061
"23045",-73.991445046,40.5759505465
"23046",-73.9915312262,40.5759408471
"23047",-73.9916508816,40.5759273804
"23048",-73.991722104,40.5759193628
"23049",-73.9919215288,40.5758969161
"23050",-73.9954652263,40.6799538348
"23051",-73.9955841099,40.679986855
"23052",-73.9957040098,40.680020156
"23053",-73.995821201,40.6800527049
"23054",-73.9960549048,40.6801176132
"23055",-73.9964491535,40.6802271115
"23056",-73.996550765,40.6802553322
"23057",-73.9966713423,40.6802888214
"23058",-73.9961452645,40.5752895886
"23059",-73.9959678653,40.575309259
"23060",-73.9951783362,40.5753977942
"23061",-73.9949114529,40.5754288823
"23062",-73.9947563057,40.5754469552
"23063",-73.9946726811,40.5754566959
"23064",-73.9945822976,40.5754672242
"23065",-73.9966904354,40.6802081584
"23066",-73.9966017194,40.6801834619
"23067",-73.9965245161,40.6801619697
"23068",-73.9964385101,40.6801380269
"23069",-73.9963189811,40.6801047518
"23070",-73.9961994511,40.6800714767
"23071",-73.9960992228,40.6800435745
"23072",-73.9959370302,40.6799984216
"23073",-73.995802941,40.6799610922
"23074",-73.9957311556,40.679941109
"23075",-73.9956349919,40.6799143376
"23076",-73.9953864541,40.6798451468
"23077",-73.9953137925,40.6796730357
"23078",-73.9953623715,40.6796010038
"23079",-73.9954428998,40.6795386842
"23080",-73.9954545844,40.6794642661
"23081",-73.9954952584,40.679403954
"23082",-73.9955766052,40.6792833305
"23083",-73.918235266,40.7016571258
"23084",-73.9957468043,40.6791332365
"23085",-73.9957874048,40.6791446169
"23086",-73.9957928174,40.6791461336
"23087",-73.9959694175,40.6791678495
"23088",-73.9960847882,40.6792001891
"23089",-73.9961629412,40.6792220959
"23090",-73.9962519231,40.6792470377
"23091",-73.9963940201,40.6792868674
"23092",-73.9966193485,40.6793500283
"23093",-73.996771597,40.6793927026
"23094",-73.9968977949,40.6794280756
"23095",-73.9971201358,40.6796419337
"23096",-73.9970909308,40.6797030671
"23097",-73.9970436098,40.6798021189
"23098",-73.9969439172,40.6800107979
"23099",-73.9968938855,40.6801155236
"23100",-73.9968640638,40.6801779465
"23101",-73.9967497154,40.6804139699
"23102",-73.9966919086,40.6805323103
"23103",-73.9966637593,40.6805899388
"23104",-73.9965510362,40.6808207048
"23105",-73.9965143418,40.6808958255
"23106",-73.9175357334,40.7035583734
"23107",-73.9174738117,40.703619083
"23108",-73.9172747747,40.7038142225
"23109",-73.917232756,40.7038554186
"23110",-73.91699612,40.7040874164
"23111",-73.9168739579,40.7041646606
"23112",-73.9165181132,40.7044240045
"23113",-73.9164269617,40.7043701291
"23114",-73.9163699904,40.7043364572
"23115",-73.9162190207,40.7042472274
"23116",-73.9161478075,40.7042051369
"23117",-73.916059505,40.7041529455
"23118",-73.9162515393,40.7038059812
"23119",-73.9164532961,40.7036089743
"23120",-73.9165730189,40.7034920684
"23121",-73.9166883069,40.7033794933
"23122",-73.9167592528,40.7033102151
"23123",-73.9169543544,40.7031197023
"23124",-73.9167290101,40.7028123658
"23125",-73.91648213,40.7026562443
"23126",-73.9171434472,40.7027665659
"23127",-73.9177898959,40.7021096897
"23128",-73.9178525934,40.70204598
"23129",-73.9179304258,40.7019668904
"23130",-73.9179844757,40.701911968
"23131",-73.9180406877,40.701854848
"23132",-73.9181336533,40.7017603811
"23133",-73.9183217448,40.7015692486
"23134",-73.9183822804,40.7015077343
"23135",-73.9133885531,40.7041283945
"23136",-73.9136430137,40.7038791294
"23137",-73.9137830757,40.7037419244
"23138",-73.9138312016,40.7036947799
"23139",-73.9139108581,40.7036167489
"23140",-73.91400047,40.7035289646
"23141",-73.9142544829,40.703280131
"23142",-73.9140180831,40.7030794664
"23143",-73.9138919314,40.7030039569
"23144",-73.9137550087,40.7029220014
"23145",-73.9571178561,40.6879735529
"23146",-73.9945305051,40.6903744954
"23147",-73.9946355928,40.6904035032
"23148",-73.99473729,40.6904315768
"23149",-73.9948430557,40.6904607718
"23150",-73.9949311932,40.6904851003
"23151",-73.9951427239,40.6905434906
"23152",-73.9952369649,40.6905695032
"23153",-73.995448496,40.6906278929
"23154",-73.9955793473,40.6906640113
"23155",-73.9957013852,40.6906976978
"23156",-73.9959000363,40.690752531
"23157",-73.941760708,40.6856710068
"23158",-73.9418337952,40.6856626024
"23159",-73.9419086641,40.6856539926
"23160",-73.942203153,40.6856201284
"23161",-73.9423692916,40.6856010227
"23162",-73.9425960393,40.6855749473
"23163",-73.9427015699,40.6855628105
"23164",-73.9427300915,40.6855595307
"23165",-73.9428006834,40.6855514125
"23166",-73.9429268917,40.6855368986
"23167",-73.9430081785,40.685527551
"23168",-73.9430973079,40.6855172995
"23169",-73.9432185259,40.68550336
"23170",-73.9433083687,40.6854930268
"23171",-73.9434670214,40.6854747812
"23172",-73.9435746906,40.6854623979
"23173",-73.9440324619,40.6854097496
"23174",-73.9922792023,40.699483387
"23175",-73.9924079915,40.6995190387
"23176",-73.9925774513,40.6995659494
"23177",-73.9926316785,40.6995809608
"23178",-73.9927096307,40.6996025393
"23179",-73.9927841932,40.6996231811
"23180",-73.9930180479,40.6996879153
"23181",-73.9931298925,40.6997188771
"23182",-73.9931908983,40.6997357636
"23183",-73.993279018,40.6997601564
"23184",-73.9933468023,40.6997789207
"23185",-73.9934078083,40.6997958079
"23186",-73.9934586472,40.6998098804
"23187",-73.9935298203,40.6998295831
"23188",-73.9410961296,40.684110194
"23189",-73.9410730655,40.683995426
"23190",-73.9410251947,40.6837572056
"23191",-73.9413312127,40.6845905726
"23192",-73.9413099751,40.6844819787
"23193",-73.95679441,40.6871773581
"23194",-73.9568158252,40.687285932
"23195",-73.9568320994,40.6873684477
"23196",-73.956855656,40.6874878791
"23197",-73.9590281761,40.6829332355
"23198",-73.9590973447,40.682925314
"23199",-73.9591693668,40.6829170647
"23200",-73.9594075347,40.6828897851
"23201",-73.9413818494,40.685549192
"23202",-73.9413680994,40.6854797094
"23203",-73.9413443624,40.6853597434
"23204",-73.9413336204,40.6853054604
"23205",-73.9413234166,40.6852538918
"23206",-73.9413121388,40.6851968952
"23207",-73.9610430349,40.6828095941
"23208",-73.9611507414,40.6827974249
"23209",-73.96124133,40.6827871896
"23210",-73.9613483231,40.6827751011
"23211",-73.9614581706,40.6827626901
"23212",-73.9589477595,40.6817433124
"23213",-73.9598001756,40.6818948755
"23214",-73.9599273543,40.6819485671
"23215",-73.9601334943,40.681991758
"23216",-73.9603177337,40.6820303601
"23217",-73.9604995403,40.6820684531
"23218",-73.9608541155,40.6821427434
"23219",-73.9136188099,40.6781159375
"23220",-73.9963746815,40.69088756
"23221",-73.9965156973,40.6909265007
"23222",-73.9966343384,40.6909592631
"23223",-73.9967312873,40.6909860346
"23224",-73.9968173879,40.6910098114
"23225",-73.9969685713,40.6910515597
"23226",-73.9970350122,40.6910699067
"23227",-73.9970872152,40.6910843225
"23228",-73.9971326382,40.6910968651
"23229",-73.9972214505,40.691121391
"23230",-73.9972689072,40.6911344955
"23231",-73.9973468736,40.691156025
"23232",-73.9974465335,40.6911835442
"23233",-73.997582125,40.6912209868
"23234",-73.9577276875,40.6830263294
"23235",-73.9577140836,40.6829579412
"23236",-73.9577004797,40.682889552
"23237",-73.957579232,40.6822800259
"23238",-73.9575513763,40.682139992
"23239",-73.9575294587,40.6820298114
"23240",-73.9574770952,40.681766569
"23241",-73.9574696456,40.6817291184
"23242",-73.9574614401,40.6816878682
"23243",-73.9599440152,40.6828291154
"23244",-73.960185616,40.6828007628
"23245",-73.9602725625,40.6827905594
"23246",-73.96042294,40.6827729117
"23247",-73.9605155885,40.6827620392
"23248",-73.9439753014,40.6855251164
"23249",-73.9435781736,40.6855709818
"23250",-73.9434234568,40.6855888486
"23251",-73.9432273888,40.6856114927
"23252",-73.9431518138,40.6856202201
"23253",-73.9430648303,40.6856302655
"23254",-73.9428316868,40.6856571897
"23255",-73.9427026376,40.685672092
"23256",-73.9425529129,40.6856893829
"23257",-73.9136290886,40.6780064263
"23258",-73.942319769,40.685716306
"23259",-73.9422327841,40.6857263499
"23260",-73.9421144309,40.685740017
"23261",-73.9420196032,40.6857509663
"23262",-73.9418976841,40.6857650456
"23263",-73.9566392067,40.6863694948
"23264",-73.9566520365,40.6864379711
"23265",-73.9566644596,40.6865042716
"23266",-73.9566824824,40.6866004631
"23267",-73.9567247411,40.6868259974
"23268",-73.9588443019,40.6837050995
"23269",-73.958479275,40.6837472854
"23270",-73.9583495184,40.6837622816
"23271",-73.9581798375,40.6837818917
"23272",-73.9579566853,40.6838076804
"23273",-73.9578461786,40.6838204516
"23274",-73.9577463651,40.6838319857
"23275",-73.957637285,40.6838445915
"23276",-73.9574397992,40.6838674133
"23277",-73.9573349944,40.6838795242
"23278",-73.9570312792,40.6839146213
"23279",-73.9568730041,40.683932911
"23280",-73.9631643522,40.6848949844
"23281",-73.9632096762,40.6851235043
"23282",-73.9632665201,40.6854101047
"23283",-73.9632911743,40.6855344051
"23284",-73.9633199198,40.685679333
"23285",-73.9633756876,40.6859605056
"23286",-73.9633909753,40.6860375837
"23287",-73.9634069096,40.6861179181
"23288",-73.9634361935,40.6862655604
"23289",-73.9634566498,40.6863686919
"23290",-73.9634765681,40.68646911
"23291",-73.963490779,40.6865407603
"23292",-73.9635295377,40.6867361696
"23293",-73.9566611416,40.6848147749
"23294",-73.9568672004,40.6847910311
"23295",-73.9569577522,40.6847805965
"23296",-73.9571780699,40.6847552085
"23297",-73.9573149659,40.6847394338
"23298",-73.9574368893,40.6847253832
"23299",-73.9575288665,40.684714783
"23300",-73.9576265471,40.6847035275
"23301",-73.957948825,40.6846663878
"23302",-73.9580864339,40.6846505296
"23303",-73.9581969491,40.6846377933
"23304",-73.9584329516,40.6846105941
"23305",-73.9588251005,40.6845654005
"23306",-73.9569442375,40.6879292711
"23307",-73.9569600963,40.6880107239
"23308",-73.9569787567,40.6881065681
"23309",-73.9570012752,40.6882222321
"23310",-73.9980969631,40.6913628057
"23311",-73.9982227017,40.6913967688
"23312",-73.9982933881,40.6914158616
"23313",-73.9606303962,40.6826793573
"23314",-73.960617521,40.6826119962
"23315",-73.9614660208,40.6820026399
"23316",-73.9614530666,40.6819355653
"23317",-73.9614295182,40.6818136349
"23318",-73.9614165122,40.6817462892
"23319",-73.9614015662,40.6816688949
"23320",-73.9613849409,40.681582811
"23321",-73.9932414816,40.7004035088
"23322",-73.9931397852,40.7003754006
"23323",-73.9929092752,40.7003116889
"23324",-73.9928279192,40.7002892025
"23325",-73.9927024956,40.7002545357
"23326",-73.9925431727,40.7002104986
"23327",-73.992461817,40.7001880129
"23328",-73.9923736817,40.7001636519
"23329",-73.9920448687,40.700072767
"23330",-73.9919533439,40.7000474689
"23331",-73.9585696645,40.682022909
"23332",-73.9585823164,40.6820864098
"23333",-73.958621462,40.6822828845
"23334",-73.9586417919,40.682384921
"23335",-73.9586714226,40.6825336335
"23336",-73.9586914273,40.6826340417
"23337",-73.9511222599,40.6885488627
"23338",-73.9511386799,40.6886330271
"23339",-73.9512022969,40.6889590986
"23340",-73.9410900411,40.6851063206
"23341",-73.9409481798,40.6851228056
"23342",-73.9408048917,40.6851394563
"23343",-73.940610278,40.6851620706
"23344",-73.9403793084,40.6851889099
"23345",-73.9401597433,40.6852144227
"23346",-73.9400321377,40.6852292499
"23347",-73.9398888503,40.6852458995
"23348",-73.9397719395,40.6852594838
"23349",-73.9396051264,40.6852788664
"23350",-73.939377006,40.6853053719
"23351",-73.9392672231,40.6853181275
"23352",-73.9391210841,40.6853351069
"23353",-73.939002034,40.6853489388
"23354",-73.9388808449,40.6853630197
"23355",-73.9387154581,40.6853822343
"23356",-73.9507444327,40.6866507376
"23357",-73.9507605879,40.6867318799
"23358",-73.9570604601,40.6893553965
"23359",-73.942060233,40.6882523673
"23360",-73.9420770187,40.6883381551
"23361",-73.9420923169,40.6884163417
"23362",-73.9421032585,40.6884722682
"23363",-73.9421332335,40.6871297795
"23364",-73.942272962,40.6871135558
"23365",-73.9423592247,40.6871035394
"23366",-73.9424583182,40.6870920336
"23367",-73.9426750408,40.6870668698
"23368",-73.9427997992,40.6870523831
"23369",-73.9428803569,40.687043029
"23370",-73.9430350572,40.6870250657
"23371",-73.9431213197,40.6870150496
"23372",-73.9432132835,40.6870043708
"23373",-73.943300257,40.6869942712
"23374",-73.9435034348,40.6869706786
"23375",-73.9436438761,40.6869543699
"23376",-73.9437408312,40.6869431113
"23377",-73.9438156861,40.6869344183
"23378",-73.943906224,40.6869239049
"23379",-73.9440894401,40.6869026285
"23380",-73.9442441386,40.6868846635
"23381",-73.9603741168,40.6821771903
"23382",-73.9599912899,40.6820983016
"23383",-73.9598339838,40.6820658859
"23384",-73.9508387724,40.6871184471
"23385",-73.9508566268,40.6872121604
"23386",-73.9419226332,40.6864029921
"23387",-73.9424466999,40.6863425833
"23388",-73.9425850234,40.6863266386
"23389",-73.9427076627,40.6863125013
"23390",-73.9429493729,40.6862846379
"23391",-73.9430691596,40.6862708293
"23392",-73.943205345,40.6862551295
"23393",-73.9433108707,40.6862429643
"23394",-73.9433999975,40.686232691
"23395",-73.943539034,40.6862166617
"23396",-73.9437187131,40.6861959478
"23397",-73.9438606019,40.6861795909
"23398",-73.9442270888,40.6861373387
"23399",-73.93863142,40.6855411338
"23400",-73.9386460264,40.6856166245
"23401",-73.9569238307,40.6884237516
"23402",-73.9564033621,40.6884839918
"23403",-73.9559713011,40.6885339976
"23404",-73.9554408489,40.6885953885
"23405",-73.9443683552,40.6859875255
"23406",-73.9443485548,40.6858882037
"23407",-73.9443183689,40.6857367794
"23408",-73.9442994344,40.6856418002
"23409",-73.9571202829,40.6888062361
"23410",-73.9571501397,40.6889502006
"23411",-73.9925225641,40.7002880386
"23412",-73.9620565937,40.6842696273
"23413",-73.992569985,40.7003012323
"23414",-73.9926512781,40.7003238503
"23415",-73.992705474,40.700338931
"23416",-73.9927901547,40.700362492
"23417",-73.992871448,40.7003851098
"23418",-73.9930543572,40.7004360008
"23419",-73.9931390382,40.7004595615
"23420",-73.9492221464,40.6893106542
"23421",-73.9490374596,40.6893318985
"23422",-73.9487137203,40.6893691359
"23423",-73.9485539902,40.689387508
"23424",-73.9484085227,40.6894042402
"23425",-73.9961979873,40.6909319703
"23426",-73.9961550124,40.6910205442
"23427",-73.9432640626,40.6833581842
"23428",-73.9961160379,40.6911008777
"23429",-73.9960458313,40.6912455815
"23430",-73.9960101032,40.6913192206
"23431",-73.9567951783,40.6876896885
"23432",-73.9567053382,40.6877000511
"23433",-73.9564308251,40.6877317132
"23434",-73.9563367069,40.6877425674
"23435",-73.9560978447,40.6877701169
"23436",-73.9560015873,40.6877812177
"23437",-73.9558219066,40.6878019408
"23438",-73.9557334907,40.6878121375
"23439",-73.9556336685,40.68782365
"23440",-73.9555502452,40.6878332704
"23441",-73.9554661084,40.6878429751
"23442",-73.9553926667,40.6878514439
"23443",-73.9553035396,40.6878617229
"23444",-73.9551816124,40.6878757839
"23445",-73.9550504168,40.6878909135
"23446",-73.9565874183,40.6892042461
"23447",-73.961120918,40.6851426154
"23448",-73.9611357791,40.685220296
"23449",-73.9599845994,40.6858221183
"23450",-73.9617685994,40.6828043101
"23451",-73.9617859919,40.6828928049
"23452",-73.9618101063,40.6830155025
"23453",-73.9618285121,40.6831091549
"23454",-73.9618470784,40.6832036223
"23455",-73.9618574284,40.6832562842
"23456",-73.9618695936,40.683318176
"23457",-73.9618830374,40.6833865826
"23458",-73.9618979769,40.6834625901
"23459",-73.9619229445,40.6835896321
"23460",-73.9619417245,40.6836851837
"23461",-73.9619759773,40.6838594589
"23462",-73.9619895287,40.6839284076
"23463",-73.9619992927,40.683978085
"23464",-73.9620102822,40.6840340043
"23465",-73.9620449624,40.6842104507
"23466",-73.9620668379,40.684321747
"23467",-73.962078041,40.6843787524
"23468",-73.9620876447,40.6844276147
"23469",-73.9621098388,40.6845405402
"23470",-73.9621352365,40.6846697525
"23471",-73.9621466002,40.6847275728
"23472",-73.9597479209,40.6823539736
"23473",-73.9597791657,40.6825252506
"23474",-73.9598165604,40.6827302387
"23475",-73.9422264018,40.6886115955
"23476",-73.9423084342,40.68860231
"23477",-73.9424717854,40.6885838223
"23478",-73.9426008968,40.6885692084
"23479",-73.9427121749,40.6885566134
"23480",-73.9428441399,40.6885416765
"23481",-73.9431401691,40.6885081682
"23482",-73.9432657143,40.6884939571
"23483",-73.9433948253,40.6884793432
"23484",-73.9435275034,40.6884643238
"23485",-73.9437001274,40.6884447844
"23486",-73.9444027478,40.6883652469
"23487",-73.9414794135,40.6843137337
"23488",-73.9415649664,40.6843038409
"23489",-73.9417075545,40.6842873528
"23490",-73.9419178725,40.6842630318
"23491",-73.9420640262,40.6842461299
"23492",-73.9422351316,40.6842263433
"23493",-73.9424026723,40.6842069681
"23494",-73.9425630839,40.6841884167
"23495",-73.9427128017,40.6841711033
"23496",-73.9428019188,40.6841607971
"23497",-73.9428625183,40.6841537879
"23498",-73.9429195533,40.684147192
"23499",-73.943037189,40.6841335877
"23500",-73.943165517,40.6841187459
"23501",-73.9433330572,40.6840993702
"23502",-73.9434756456,40.6840828789
"23503",-73.9435897153,40.6840696857
"23504",-73.9436574438,40.6840618529
"23505",-73.9438392418,40.6840408274
"23506",-73.9616292315,40.6828324642
"23507",-73.961641212,40.6828921561
"23508",-73.957988503,40.6830540806
"23509",-73.9616549347,40.6829605313
"23510",-73.9616685489,40.6830283625
"23511",-73.9617186464,40.6832779846
"23512",-73.9617515369,40.6834418675
"23513",-73.9617725578,40.6835466007
"23514",-73.961786716,40.6836171453
"23515",-73.9618231998,40.6837989361
"23516",-73.9618363791,40.6838645978
"23517",-73.9618487953,40.683926461
"23518",-73.9618613199,40.6839888653
"23519",-73.961870359,40.6840339066
"23520",-73.9618808159,40.6840860012
"23521",-73.9619090232,40.6842265493
"23522",-73.9619259053,40.684310662
"23523",-73.9619431131,40.684396402
"23524",-73.9619561829,40.6844615207
"23525",-73.9619656586,40.6845087315
"23526",-73.9619939759,40.6846498225
"23527",-73.9620068287,40.6847138551
"23528",-73.962017937,40.6847692062
"23529",-73.9620293744,40.6848261855
"23530",-73.9412232925,40.6835923472
"23531",-73.9413238337,40.6835808125
"23532",-73.9414685851,40.6835642042
"23533",-73.9416333015,40.683545305
"23534",-73.9418579153,40.6835195335
"23535",-73.9421609647,40.6834847615
"23536",-73.942497528,40.6834461433
"23537",-73.942682921,40.6834248693
"23538",-73.9427984377,40.6834116145
"23539",-73.9428740209,40.6834029413
"23540",-73.9430180582,40.6833864136
"23541",-73.9431471218,40.6833716036
"23542",-73.9433902726,40.6833437013
"23543",-73.9435136314,40.6833295455
